497.0, 231.0
498.0, 231.0
499.0, 231.0
500.0, 230.0
501.0, 229.0
502.0, 228.0
503.0, 227.0
504.0, 226.0
505.0, 225.0
506.0, 224.0
507.0, 223.0
508.0, 222.0
509.0, 221.0
510.0, 220.0
511.0, 219.0
512.0, 218.0
513.0, 217.0
514.0, 216.0
515.0, 215.0
516.0, 214.0
517.0, 213.0
518.0, 212.0
519.0, 211.0
520.0, 210.0
521.0, 209.0
522.0, 208.0
523.0, 207.0
524.0, 206.0
525.0, 205.0
526.0, 204.0
527.0, 203.0
528.0, 202.0
529.0, 201.0
530.0, 200.0
